"","Town","County","BezirkNR","Bezirk","Y1840","Y1875","Y1880","Y1885","Y1890","Y1895","Y1900","Y1905","Y1910","Region","Longitude","Latitude","NNID","NameGNU","PostOffice","PostRevenues","PostBahn","Bahnbezirk","RankRailWeight","TotalRailWeight","SentRailWeight","RankRailRevenues","RailRevenues","CollectedNachnahme","PaidOutNachnahme","TelegraphRevenues","Post_1900","Telegraph_1900","Y1896","InstallTime","Install1896","Install1900","MainLines1896","MainLines1900","MainLines1905","Lines1896","Lines1900","Lines1905","Government1896","Government1900","Government1905","Public1896","Public1900","Public1905","Privat1896","Privat1900","Privat1905","Participants1896","Participants1900","Participants1905","Gov1896","Gov1900","Gov1905","Pub1896","Pub1900","Pub1905","Penetration1896","Penetration1900","Penetration1905","LocalCalls1896","LocalCalls1900","DistanceCalls1900","EmpRatio82","EmpRatio95","EmpRatio07","IndexDisSim82","IndexDisSim95","IndexDisSim07","PopShare1880","PopShare1896","PopShare1900","PopShare1905","City","Fringe","Border","StateTax","LocalTax","Agriculture","Catholics","Participation","Zentrum","Socialist","Liberal","DifCatholicsZentrum","PostRevenues_pc","TelegraphRevenues_pc","Nachnahme","RailStation","RailWeight","MA_Pop_Out_1880","MA_Pop_Out_1896","MA_Pop_Out_1900","MA_Pop_Out_1905","MA_Post_Out_1880","MA_Post_Out_1900","MA_Pop_In_1880","MA_Pop_In_1896","MA_Pop_In_1900","MA_Pop_In_1905","MA_Post_In_1880","MA_Post_In_1900"
"31","Berg","Hof",90,"HofLand",0.608,0.676,0.654,0.665,0.678,0.716,0.736,0.752,779,"OF",11.78,50.37416,"DEBKGGND000009SB","","E",860.92,0,"Z",0,0,0,0,0,0,0,0,3051.69,91.8,0.72,55,0,0,0,0,4,0,0,7,0,0,0,0,0,1,0,0,6,0,0,4,0,0,0,0,0,0.142857142857143,0,0,0.00531914893617021,0,0,0,0.144042387152421,0.227942993656809,0.202249304145039,0.472170280696553,0.475528721663415,0.390423789692851,0.0268616256622993,0.0294917208995799,0.029069078557605,0.0282855638305875,0,1,1,2.93246367239102,2.17164795244386,0.321,0.04,0.723,0.001,0.201,0.802,0.039,1.31639143730887,0,0,0,0,12.4149397068643,16.3114551003836,18.3720770726757,20.1656436253132,3.11510613638928,6.74064577770988,0.699662778233872,0.874503601380439,0.976248066936198,1.07361547919284,68.5233800250262,151.874654822928
"33","Berneck","Bayreuth",85,"BayreuthLand",1.272,1.471,1.482,1.423,1.41,1.344,1.468,1.715,1948,"OF",11.66694,50.04416,"DEBKGGND00000N21","","E",7822.52,0,"Z",0,0,0,0,0,0,0,484.25,17161.73,774.2,1.3688,61,0,1,0,1,7,0,2,13,0,0,4,0,1,1,0,1,8,0,1,7,0,0,0.307692307692308,0,0.5,0.0769230769230769,0,0.000681198910081744,0.00408163265306122,0,0,0,0.0847348433473484,0.0832853025936599,0.113535714285714,0.258985605373677,0.225752003634037,0.237005826185529,0.0502509155025092,0.0484149855907781,0.0535766423357664,0.06125,0,1,0,2.70662998816074,2.30695034473153,0.452,0.122,0.693,0.004,0.078,0.918,0.118,5.27835357624831,0.326754385964912,0,0,0,14.7104235987548,19.422127200748,21.8584876947844,23.966495798171,4.08657232163216,7.69486297153272,0.768699383888406,0.961895416553385,1.05872668014261,1.16092264202195,85.4685120146491,183.855029434384
"35","Bobingen","Schwabmuenchen",140,"AugsburgSchwabmuenchen",1.637,1.795,1.924,1.951,1.98,1.841,1.85,2.128,2294,"SC",10.83055,48.26777,"DEBKGGND0000042M","","E",3160.23,1,"A",401,8237.46,3780.64,501,0.0339682952182952,19953,8906,232.9,5680.55,238.55,1.8428,7,0,0,0,0,9,0,0,15,0,0,1,0,0,3,0,0,11,0,0,9,0,0,0.0666666666666667,0,0,0.2,0,0,0.00422932330827068,0,0,0,0.127218311343422,0.193119652754112,0.214468452362605,0.228660477683687,0.1898744149794,0.477201647307572,0.0405513636555242,0.0330206446289886,0.0303647047237633,0.0327959806429738,0,1,0,4.07960821710971,2.03655580720785,0.268,0.805,0.773,0.498,0.218,0.284,0.307,1.64253118503119,0.121049896049896,5741.68399168399,1,-351.444906444906,18.7939504442016,27.009838859237,30.1146423604208,32.5388080112016,9.69635099662543,18.2950273324592,1.19619093667666,1.66951343370478,1.82389381227607,1.95288651126034,135.633887982226,298.428837226129
"36","Bodenwoehr","Neunburg",111,"NeunburgOberviechtach",0.805,0.946,0.984,1.015,1.025,1.046,1.03,1.07,1071,"OP",12.30388,49.27,"DEBKGGND00000QJY","","E",2576.9,1,"Wn",475,13672.44,7781.66,474,0.0535182926829268,23104,16234,228.35,4764.49,607.65,1.0428,16,0,0,0,0,6,0,0,11,0,0,3,0,0,2,0,0,6,0,0,5,0,0,0.272727272727273,0,0,0.181818181818182,0,0,0.00560747663551402,0,0,0,0.0901787032934574,0.0892633252805725,0.0955524329270285,0.297116636362147,0.249944947370882,0.291333826539,0.029065130704475,0.0319867893948197,0.0332429641105087,0.0349661775758962,0,0,1,2.37136898992569,1.99474256175287,0.769,0.996,0.447,0.869,0.012,0,0.127,2.61880081300813,0.232063008130081,6981.70731707317,1,1921.62601626016,13.4716433207718,18.1780024254827,20.4471182647365,22.286880114975,2.49087716356126,5.38182847990897,0.473513992885769,0.603675168562568,0.669123232392739,0.726707671238988,79.4914956630024,180.720091256618
"37","Bogen","Bogen",30,"Bogen",1.218,1.293,1.401,1.395,1.277,1.51,1.36,1.385,1453,"NB",12.69305,48.90916,"DEBKGGND000008JL","","E",5343.49,0,"Z",0,0,0,0,0,0,0,402.3,9593.08,533.25,1.48,25,0,0,0,0,9,0,0,20,0,0,6,0,0,8,0,0,6,0,0,9,0,0,0.3,0,0,0.4,0,0,0.00649819494584838,0,0,0,0.072289156626506,0.0702442337975114,0.0680737123956529,0.228710502889265,0.160092699548463,0.197641709088552,0.0440718487527132,0.0466236452897768,0.0431020822108833,0.043628917939833,0,0,0,31.1781840718934,22.2568949488689,0.75,0.988,0.419,0.934,0.04,0.014,0.0539999999999999,3.81405424696645,0.287152034261242,0,0,0,12.2926224508839,16.650533257853,18.5970951549674,20.208709213316,2.10180855837373,4.57672215338885,0.391936683079941,0.500858893682422,0.54820811491478,0.592457674141572,73.0811647815585,167.935665158812
"38","Brannenburg","Rosenheim",73,"RosenheimAibling",0.309,0.579,0.429,0.408,0.386,0.392,0.427,0.423,493,"OB",12.10305,47.74138,"DEBKGGND00000BOO","","E",4838.45,1,"Rm",542,32734.79,18064.33,483,0.121470862470862,17496,4475,671.65,7324.89,838.65,0.399,63,0,1,0,10,21,0,12,31,0,1,2,0,1,4,0,10,25,0,10,21,0,0.0833333333333333,0.0645161290322581,0,0.0833333333333333,0.129032258064516,0,0.0234192037470726,0.049645390070922,0,1389,2740,0.127933305887196,0.163214132000973,0.185793129698354,0.234945878297186,0.194368221297366,0.202242171222569,0.00883079456566488,0.00733546660678531,0.00835371221754866,0.00670853554096489,0,1,1,4.45669086618268,3.17601647967041,0.604,0.982,0.509,0.711,0.096,0.193,0.271,11.2784382284382,1.56561771561772,30351.9813519814,1,7911.11888111889,12.1458246079239,18.3758831568108,20.8331983221854,22.6180130597317,3.04176149389832,7.94329641202045,0.448468891753998,0.697681069510312,0.79253413415021,0.859208371330362,81.6814919403602,208.124143621585
"39","Breitenberg","Wegscheid",41,"PassauWegscheid",1.052,1.061,1.032,0.938,0.906,0.877,0.852,0.855,870,"NB",13.79416,48.70277,"DEBKGGND00000XAK","","E",3489.85,0,"Z",0,0,0,0,0,0,0,229.35,396.85,302.8,0.872,17,0,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0.75,0,0,0.00116959064327485,0,0,0,0.0935147295884927,0.117205862021291,0.119464876339043,0.1894220982536,0.210254654934433,0.253297172074002,0.0182813413402774,0.015156228397622,0.0145526594472722,0.0140692106432344,0,1,1,3.74274140269133,1.74938280190549,0.72,0.987,0.457,0.765,0.029,0.206,0.222,3.38163759689922,0.222238372093023,0,0,0,8.1897473265526,11.0431287098004,12.2950758148146,13.3489962924918,1.11971555158624,2.50584200735276,0.218068185103072,0.269113230054621,0.290130149798287,0.31229698221388,48.4991805805748,112.929655747842
"41","Bruck","Bruck",63,"Friedberg",1.349,3.202,3.279,3.399,3.222,3.554,3.906,4.461,4747,"OB",11.255,48.17944,"DEBKGGND00000JKF","Fürstenfeldbruck","E",12059.31,0,"Z",0,0,0,0,0,0,0,856.8,26036.49,1546.35,3.6244,147,1,1,7,16,31,13,22,70,4,4,10,2,4,23,7,14,37,7,16,31,0.307692307692308,0.181818181818182,0.142857142857143,0.153846153846154,0.181818181818182,0.328571428571429,0.00193135415517051,0.00409626216077829,0.00694911454830755,2744,8353,27543,0.089539989330707,0.102325742129454,0.132308453880425,0.221804206346585,0.140335945627145,0.165893560473174,0.134556198448849,0.122818536821371,0.119779208831647,0.122683020735933,0,0,0,4.04979963428394,2.24378477220558,0.637,0.971,0.58,0.828,0.082,0.088,0.143,3.67774016468436,0.261299176578225,0,0,0,19.7452274422108,32.4115045101936,37.03371929909,40.0735318220243,8.48197789825911,24.3049213909898,1.04949472066852,1.91743744648095,2.21294073679768,2.38718724920065,145.480989419595,387.577363302853
"42","Bruckmuehl","BadAibling",73,"RosenheimAibling",0.783,1.391,1.364,1.668,1.703,1.776,2.156,2.31,2540,"OB",11.9125,47.88194,"DEBKGGND00000R1H","","E",2223.91,1,"Rm",514,22306.92,10320.58,409,0.0201202346041056,13020,2746,314.05,10285.34,680.91,1.852,18,0,0,0,0,16,0,0,19,0,0,3,0,0,1,0,0,15,0,0,16,0,0,0.157894736842105,0,0,0.0526315789473684,0,0,0.00692640692640693,0,0,0,0.127933305887196,0.163214132000973,0.185793129698354,0.234945878297186,0.194368221297366,0.202242171222569,0.0280773981062165,0.0332341548307416,0.0421793993935244,0.036635265010943,0,1,1,4.45669086618268,3.17601647967041,0.604,0.982,0.509,0.711,0.096,0.193,0.271,1.63043255131965,0.230241935483871,7532.25806451613,1,-1221.23167155425,14.9928917410991,23.6615754115253,26.95780304241,29.242198858888,4.94653722086265,13.5580441925395,0.67464994501809,1.12213012290538,1.28631059112737,1.3941983948534,105.062533504485,276.498517246601
"43","Brueckenau","Brueckenau",165,"Brueckenau",1.748,1.633,1.654,1.559,1.548,1.495,1.627,1.819,2098,"UF",9.792222,50.30861,"DEBKGGND00000V5W","Bad Brückenau","E",9242.43,0,"Z",0,0,0,0,0,0,0,832.55,20472.8,2126.75,1.5214,113,1,1,5,26,48,12,35,81,5,4,11,2,4,23,5,27,47,4,25,48,0.416666666666667,0.114285714285714,0.135802469135802,0.166666666666667,0.114285714285714,0.283950617283951,0.00328644669383463,0.015980331899201,0.0263881253435954,666,11368,2533,0.0719367015098722,0.0914908746148376,0.11254513328724,0.240177473311784,0.161750531685407,0.328780000161974,0.120063879210221,0.118116457296358,0.127969167846468,0.139740339555965,0,0,1,3.20687336570788,2.83093014568547,0.732,0.788,0.568,0.63,0.006,0.331,0.158,5.58792623941959,0.503355501813785,0,0,0,9.08677248226599,11.9972874969821,13.4583395730748,14.7603984604122,1.65565593468747,3.29435994601085,0.239660282736604,0.296774639149131,0.32730911487381,0.359985367395988,59.224771258428,128.342864153229
"44","Buchloe","Kaufbeuren",146,"KaufbeurenLand",0.835,1.42,1.607,1.608,1.713,1.749,1.943,2.315,2585,"SC",10.72944,48.03666,"DEBKGGND00000SMD","","V",9194.57,1,"K",372,7211.78,3623.28,526,0.0469676415681394,27535,6680,1162.75,14906.04,1581.75,1.7878,34,0,0,0,0,22,0,0,43,0,0,5,0,0,12,0,0,26,0,0,22,0,0,0.116279069767442,0,0,0.27906976744186,0,0,0.00950323974082073,0,0,0,0.0777719888220528,0.0838276683264776,0.111696610099166,0.206043270133971,0.191986573029793,0.157112460968508,0.0761142424098896,0.0757306776358519,0.146288209606987,0.0960541056387702,0,1,0,5.36703386744355,2.39912600145666,0.702,0.971,0.682,0.691,0.039,0.269,0.28,5.72157436216553,0.723553204729309,12977.5980087119,1,21.6428126944621,15.2338343719107,22.0779131394054,24.7823047800882,27.0519346920457,6.18704434466765,18.0554118504046,0.942355472303665,1.35885962888305,1.54419836822385,1.76443005206553,100.814379859609,249.76763825986
"45","Burgau","Guenzburg",144,"GuenzburgLand",2.254,2.081,2.164,2.119,1.996,2.046,2.033,2.123,2178,"SC",10.40611,48.43166,"DEBKGGND00000JN8","","E",7983.83,1,"A",520,24186.02,22490.74,407,0.0139436229205176,12230,5072,483.3,13355.94,673.4,2.0434,3,0,0,0,0,16,0,0,33,0,0,4,0,0,10,0,0,19,0,0,16,0,0,0.121212121212121,0,0,0.303030303030303,0,0,0.00753650494583137,0,0,0,0.104289716156468,0.136673715805989,0.159899897922223,0.226564147221557,0.145892800000586,0.199905822692589,0.0730365520267306,0.0697864792959956,0.0689503137188401,0.0699068128683855,0,1,1,4.67691788905749,2.82893272635306,0.693,0.92,0.569,0.794,0.02,0.186,0.126,3.6893853974122,0.223336414048059,3307.76340110906,1,9609.73197781885,14.1598742307712,19.5447741902637,21.7672159123307,23.6042703928892,3.49228598711407,7.29887802116497,0.581414484253315,0.74951911942969,0.809985930886432,0.869434559835877,91.1793605241568,207.017634481102
"46","Burgebrach","Bamberg",84,"BambergLandII",0.834,0.934,0.936,1.001,0.948,0.939,0.917,0.906,972,"OF",10.73805,49.82638,"DEBKGGND00000HGP","","E",3454.69,0,"Z",0,0,0,0,0,0,0,259.65,4175.59,270,0.9346,24,0,0,0,0,1,0,0,9,0,0,1,0,0,7,0,0,1,0,0,1,0,0,0.111111111111111,0,0,0.777777777777778,0,0,0.0011037527593819,0,0,0,0.120181867535288,0.152036166880251,0.149786798567286,0.35087248404094,0.376326332951749,0.36772799445729,0.0317589576547231,0.0334258863733447,0.0320114501151993,0.0309056796861675,0,1,0,4.6024853344441,2.40410982679024,0.582,0.834,0.609,0.729,0.211,0.06,0.105,3.69090811965812,0.277403846153846,0,0,0,16.0679948355675,21.8584544165237,24.9307545839628,27.2888145004356,5.06229387688162,10.1983532497334,0.760853819178544,1.02191551336623,1.15389489555129,1.26130836493764,104.166080486224,227.824533890367
"47","Burghausen","Altoetting",57,"Altoetting",3.652,3.33,3.475,3.383,3.426,3.04,3.048,3.384,3268,"OB",12.83138,48.16888,"DEBKGGND00000RTM","","E",13927.44,0,"Z",0,0,0,0,0,0,0,1133.6,21053.09,1364.5,3.0416,32,0,0,0,0,11,0,0,17,0,0,3,0,0,4,0,0,10,0,0,11,0,0,0.176470588235294,0,0,0.235294117647059,0,0,0.00325059101654846,0,0,0,0.114092055485498,0.347162497728787,0.123497868829919,0.193247292674625,0.519400016793314,0.232845852582436,0.109552332912989,0.0920598388952819,0.089263749780355,0.0930565103808607,0,0,1,4.54584513839161,2.81746007036334,0.644,0.992,0.526,0.89,0.013,0.097,0.102,4.0078964028777,0.326215827338129,0,0,0,11.0154005948908,15.5061560714647,17.3877783291708,18.9145101783088,2.07719640399407,4.60509287226886,0.359456100465349,0.481598832284404,0.5329717060611,0.581875593396466,68.8390485178131,163.957366102892
"48","Burgkundstadt","Lichtenfels",93,"Lichtenfels",1.438,1.283,1.251,1.236,1.187,1.309,1.454,1.638,1839,"OF",11.25166,50.14111,"DEBKGGND00000KEP","","E",11527.71,1,"B",414,9173.01,2895.05,482,0.0447609912070344,12807,5402,685.25,16893.54,750.7,1.338,75,0,1,0,10,22,0,15,30,0,3,4,0,2,3,0,10,23,0,10,22,0,0.2,0.133333333333333,0,0.133333333333333,0.1,0,0.00687757909215956,0.0134310134310134,0,10220,496,0.149602338813618,0.196166749502982,0.236363636363636,0.421759668540416,0.413546452583065,0.403859186126387,0.0393260193014995,0.0406622763419483,0.0441596306869951,0.0482687490791218,0,0,1,3.32799777082882,1.69704944425524,0.611,0.649,0.672,0.453,0.29,0.034,0.196,9.21479616306954,0.547761790567546,5919.26458832934,1,-2704.16466826539,13.4123614894672,17.7812058659054,20.0516257840878,21.9255961955881,3.6044879423594,7.2516786364759,0.596630376947285,0.738157374677519,0.81300114819859,0.881661456027997,82.7041741753884,180.154680929614
"49","Burglengenfeld","Burglengenfeld",105,"Burglengenfeld",1.918,3.065,3.32,3.352,3.271,2.96,3.06,3.176,3246,"OP",12.04194,49.20555,"DEBKGGND00000C59","","E",6051.05,0,"Z",0,0,0,0,0,0,0,353.95,9890.56,506,2.98,60,0,0,0,0,18,0,0,28,0,0,5,0,0,2,0,0,21,0,0,17,0,0,0.178571428571429,0,0,0.0714285714285714,0,0,0.00566750629722922,0,0,0,0.128177458033573,0.141274986493787,0.188307030129125,0.400253487380346,0.296054406279011,0.368311819267796,0.132693844924061,0.114223971598364,0.113703923900119,0.113916786226686,1,0,0,4.02235567609454,3.16997287872917,0.52,0.939,0.516,0.741,0.124,0.132,0.198,1.82260542168675,0.106611445783133,0,0,0,15.7432810638233,21.2103079237807,23.8407623766909,25.9335324036174,4.21966456854848,9.30609718211389,0.920146954328952,1.11090897194194,1.20377913832801,1.27600976141581,92.8185968291157,211.302995120781
"50","Buttenheim","Bamberg",83,"BambergLandI",0.84,0.738,0.754,0.76,0.725,0.741,0.726,0.706,732,"OF",11.0325,49.80305,"DEBKGGND00000SMB","","N",1032.47,0,"Z",0,0,0,0,0,0,0,0,2452.67,185.1,0.738,51,0,0,0,0,16,0,0,34,0,0,3,0,0,13,0,0,18,0,0,16,0,0,0.0882352941176471,0,0,0.382352941176471,0,0,0.0226628895184136,0,0,0,0.0664834544290931,0.0721110009910803,0.0863208647639785,0.233514336230135,0.196556024128716,0.241306652112727,0.0283853480405075,0.0293756194251734,0.0290737255216051,0.0274515903258418,0,1,0,3.53465384468028,1.5147312363511,0.582,0.834,0.609,0.729,0.211,0.06,0.105,1.36932360742706,0,0,0,0,17.2560652218806,23.8455038234753,27.4054073523701,30.0442427595769,5.81630636680854,12.282242124218,0.896890177258938,1.25013857823894,1.42948682274438,1.56791432585276,111.114256861038,247.306799288962
"51","Cadolzburg","Fuerth",15,"FuerthLand",1.301,1.285,1.237,1.227,1.28,1.417,1.494,1.584,1655,"MF",10.85638,49.45916,"DEBKGGND00000OZI","","E",1804.48,0,"Z",0,0,0,0,0,0,0,0,4144.83,232.7,1.4324,73,0,1,0,9,15,0,13,19,0,1,3,0,1,1,0,11,15,0,9,15,0,0.0769230769230769,0.157894736842105,0,0.0769230769230769,0.0526315789473684,0,0.00602409638554217,0.00946969696969697,0,4887,20923,0.108162166320486,0.164189950223449,0.196282911719153,0.249053583633292,0.302882272388933,0.295919237823156,0.0475805831217786,0.0514842132035025,0.0525131810193322,0.0545172947857512,0,1,0,5.45277643064985,2.7386639185257,0.389,0.16,0.695,0.016,0.305,0.679,0.144,1.45875505254648,0,0,0,0,23.3307444045177,34.1155444142297,41.1101617655543,45.3770375529423,14.0439636442005,34.6224121831021,1.8458777376852,2.83803976469877,3.53793430067819,3.93323781818467,163.305527800658,392.98400979827
"52","Cham","Cham",106,"Cham",2.31,32.222,3.445,3.543,3.686,3.889,4.074,4.167,4558,"OP",12.66694,49.21888,"DEBKGGND00000JV0","","E",16064.76,0,"Wn",557,48405.34,31083.54,566,0.043099564586357,61108,23055,1226.85,30665.18,2995.55,3.926,61,0,1,0,11,29,0,18,43,0,2,5,0,3,5,0,13,33,0,11,29,0,0.111111111111111,0.116279069767442,0,0.166666666666667,0.116279069767442,0,0.00270004909180167,0.00695944324454044,0,631,685,0.0844652908067542,0.107583330336917,0.12323574208834,0.200291337148659,0.235230494334399,0.224527251926375,0.129268292682927,0.139836755240732,0.14297746894083,0.141039092909122,0,0,1,2.69548528605374,2.24426978614513,0.769,0.996,0.447,0.869,0.012,0,0.127,4.66321044992743,0.356124818577649,11045.8635703919,1,3994.69956458636,11.6510171219906,15.6930426286536,17.5836336056779,19.1387070771322,1.81020920488147,3.89733976194286,0.35291432834971,0.446588845117924,0.490694143679336,0.530698942095313,68.3086248052016,155.746548949219
"53","Dachau","Dachau",59,"Dachau",1.304,2.726,3.101,3.376,3.89,4.247,5.055,5.45,5764,"OB",11.4375,48.26333,"DEBKGGND0000055Q","","E",9615.36,1,"I",511,21470.5,7127.84,538,0.0319896807481458,19929,3863,682.65,21026.88,213.41,4.4086,101,0,1,0,21,30,0,29,52,0,3,8,0,3,11,0,23,33,0,21,30,0,0.103448275862069,0.153846153846154,0,0.103448275862069,0.211538461538462,0,0.00415430267062315,0.0055045871559633,0,10713,8947,0.0942152466367713,0.113056367933977,0.115942559894498,0.26565951491801,0.228205668929665,0.204532284696993,0.139058295964126,0.170145426865911,0.194557770764375,0.19964832588468,0,0,0,6.04045231491359,2.77725624066567,0.637,0.971,0.58,0.828,0.082,0.088,0.143,3.10072879716221,0.220138664946791,5180.90938406966,1,-2326.61077071912,22.9444432851118,39.3580707823966,45.2035559979688,48.8959984332835,13.0939682832875,39.7173102345456,1.55540620879093,3.03256152182399,3.52386142724017,3.80144976484238,173.93297569532,482.804893250032
"55","Deggendorf","Deggendorf",26,"Deggendorf",3.805,6.767,6.226,6.367,6.25,6.527,6.811,7.211,7478,"NB",12.96527,48.83333,"DEBKGGND00000LA4","","E",31351.66,0,"Rm",547,35054.8,22259.39,577,0.0406177320912303,69817,87105,2720.45,56464.1,3897.9,6.5838,73,0,1,0,36,68,0,47,108,0,15,34,0,1,5,0,31,69,0,36,66,0,0.319148936170213,0.314814814814815,0,0.0212765957446809,0.0462962962962963,0,0.00528556746439583,0.00943003744279573,0,33143,1270,0.187279151943463,0.239313620346254,0.266814588822632,0.183519912768889,0.205968098927734,0.294490824972256,1,1,1,1,1,0,0,4.52850636092351,3.16993874666248,0.74,0.996,0.327,0.97,0.006,0.024,0.0259999999999999,5.03560231288146,0.436949887568262,-2776.74269193704,1,1520.07388371346,11.2963123346182,15.2447973483287,16.9996262967025,18.4911449106833,1.93713427815058,4.19628793992983,0.387547535216425,0.483920703872017,0.528425253532552,0.57667772168436,66.3059886230875,152.820273381419
"57","Dettelbach","Kitzingen",172,"KitzingenLand",2.14,2.202,2.217,2.189,2.113,2.033,2.065,2.093,2058,"UF",10.16027,49.80138,"DEBKGGND000005SS","","E",8534.7,1,"Wg",224,3069.9,657.44,326,0.00978033378439332,8085,5767,404.45,12925.49,696.05,2.0394,34,0,0,0,0,14,0,0,26,0,0,3,0,0,8,0,0,15,0,0,14,0,0,0.115384615384615,0,0,0.307692307692308,0,0,0.00668896321070234,0,0,0,0.102496429236788,0.124858944573515,0.10672597745744,0.18247027536115,0.156599712856635,0.218075179861948,0.0688381047009874,0.0674742781281115,0.0692441821474079,0.0700023412154253,0,1,0,5.10112253560985,3.76313555324969,0.718,0.626,0.707,0.513,0.018,0.469,0.113,3.84966170500677,0.182431213351376,1045.55705908886,1,-791.619305367614,15.6383901282342,20.681746154776,23.1295284275754,25.1718053190612,6.27132175889831,13.0134874357939,0.938545128959906,1.1834501906489,1.28721158392886,1.38273893151249,102.79512165342,222.755956179302
"58","Diessen","Landsberg",67,"LandsbergLand",1.15,1.257,1.174,1.174,1.255,1.299,1.444,1.552,1653,"OB",11.10333,47.94777,"DEBKGGND00000KH8","","E",4870.01,0,"Z",0,0,0,0,0,0,0,289.9,14267.69,1055.15,1.328,32,0,0,0,0,16,0,0,21,0,0,2,0,0,3,0,0,16,0,0,16,0,0,0.0952380952380952,0,0,0.142857142857143,0,0,0.0103092783505155,0,0,0,0.0830177045714789,0.0871007527750606,0.0979928230608463,0.249677128255503,0.200897975621028,0.228286182911537,0.0517043953140139,0.0552460341087909,0.059455675875983,0.0612011514649631,0,1,0,5.51173026981821,3.41449887759144,0.684,0.986,0.517,0.744,0.033,0,0.242,4.14821976149915,0.246933560477002,0,0,0,15.4868867633896,23.832699726547,27.0279106992093,29.3390832213687,4.55855969554789,12.2362912836493,0.646594652927731,1.03080678604061,1.17203832708741,1.27347876217422,107.072768550383,275.280838741847
